Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
underweight,male,vegan,twice a day,wood,private,petrol,sometimes,665.67,rarely,1062.0,large,5,6.5,0,7.8,No,2910.03
obese,male,omnivore,daily,wood,public,petrol,often,486.51,never,87.0,small,7,7.8,4,9.0,No,2906.9
overweight,female,vegetarian,daily,coal,private,none,often,101.19,frequently,2945.0,extra large,7,4.8,2,2.2,Yes,4968.08
underweight,male,omnivore,more frequently,natural gas,public,petrol,often,545.46,never,1874.0,large,9,1.7,1,3.8,No,2935.2
overweight,female,omnivore,more frequently,wood,walk/bicycle,petrol,sometimes,624.22,frequently,1502.0,medium,5,4.2,2,3.3,Yes,3443.27
overweight,male,omnivore,more frequently,wood,private,petrol,never,274.29,rarely,1151.0,small,7,6.6,9,3.2,Sometimes,4106.97
normal,male,omnivore,daily,natural gas,private,none,never,425.25,never,1618.0,large,5,2.7,3,10.9,Yes,4085.1
obese,male,omnivore,twice a day,electricity,private,petrol,sometimes,776.01,rarely,1140.0,medium,4,2.3,1,2.4,Sometimes,3714.5
underweight,male,pescatarian,more frequently,coal,private,diesel,sometimes,308.68,never,1080.0,medium,1,3.6,1,10.6,Sometimes,4161.52
overweight,male,omnivore,less frequently,wood,private,none,sometimes,256.21,rarely,1392.0,medium,5,1.3,2,5.3,Sometimes,4102.89
overweight,female,vegan,twice a day,electricity,public,hybrid,sometimes,247.6,rarely,828.0,large,4,7.7,1,8.0,No,2035.57
normal,male,omnivore,twice a day,electricity,walk/bicycle,electric,often,491.16,never,540.0,small,1,3.3,5,5.9,No,2448.83
underweight,female,omnivore,twice a day,electricity,walk/bicycle,electric,sometimes,764.85,very frequently,1670.0,small,1,2.1,1,7.6,No,4602.68
normal,female,pescatarian,less frequently,natural gas,public,diesel,often,526.08,never,2528.0,extra large,5,7.3,0,7.1,Sometimes,2376.36
normal,female,omnivore,less frequently,electricity,public,none,sometimes,312.33,rarely,458.0,medium,9,8.6,7,5.8,No,2827.27
underweight,male,omnivore,more frequently,wood,private,hybrid,often,547.0,rarely,98.0,small,1,1.2,9,4.0,Sometimes,4633.8
obese,female,pescatarian,twice a day,electricity,public,none,often,537.39,rarely,740.0,extra large,8,3.1,3,11.2,No,1983.23
normal,male,vegan,daily,electricity,public,hybrid,often,517.85,rarely,2939.0,extra large,9,9.5,1,11.1,Sometimes,2238.15
overweight,male,vegetarian,daily,electricity,private,hybrid,sometimes,211.6,rarely,2486.0,small,4,4.5,3,1.8,Sometimes,3765.01
obese,female,pescatarian,daily,coal,walk/bicycle,none,often,544.2,frequently,1788.0,small,8,9.4,1,3.5,Yes,3666.8
overweight,male,pescatarian,more frequently,wood,private,petrol,sometimes,401.12,rarely,2788.0,small,1,3.5,4,7.3,Sometimes,4276.98
obese,male,vegan,daily,coal,public,electric,often,113.01,never,1336.0,large,4,3.0,6,11.8,Yes,1905.58
overweight,male,omnivore,twice a day,coal,public,petrol,often,477.84,rarely,2950.0,small,2,2.9,5,9.0,Yes,3864.26
normal,male,omnivore,more frequently,electricity,walk/bicycle,electric,sometimes,792.49,never,889.0,small,4,1.8,1,10.0,Sometimes,1964.42
normal,male,omnivore,more frequently,electricity,private,petrol,never,344.82,never,721.0,large,2,9.1,3,4.5,No,3322.07
normal,female,omnivore,less frequently,electricity,public,none,sometimes,775.89,rarely,1914.0,small,3,9.8,7,3.4,No,3174.03
underweight,female,pescatarian,twice a day,natural gas,private,none,never,167.34,rarely,1134.0,small,1,9.6,6,3.5,Yes,3919.2
normal,male,pescatarian,daily,wood,private,hybrid,sometimes,612.72,rarely,1879.0,small,3,8.7,6,6.3,Sometimes,4166.61
obese,male,omnivore,twice a day,natural gas,public,diesel,often,180.03,frequently,915.0,medium,7,8.6,3,10.4,Sometimes,3443.97
normal,female,omnivore,twice a day,wood,public,none,sometimes,291.5,rarely,1854.0,large,8,6.9,0,3.4,Sometimes,2739.32
underweight,female,pescatarian,more frequently,electricity,public,electric,never,499.59,rarely,827.0,small,6,8.4,6,7.3,Yes,2447.51
overweight,female,omnivore,daily,wood,private,hybrid,often,514.95,never,153.0,large,1,2.9,5,9.9,Sometimes,4427.25
underweight,male,pescatarian,daily,wood,private,electric,sometimes,642.65,rarely,2736.0,extra large,7,4.5,7,6.5,No,4308.24
obese,female,omnivore,daily,coal,public,petrol,sometimes,530.72,rarely,2650.0,extra large,3,6.8,4,5.6,Yes,3682.73
obese,female,omnivore,less frequently,wood,private,diesel,often,515.53,rarely,2912.0,large,9,8.9,7,4.8,Yes,4599.43
underweight,female,omnivore,twice a day,wood,private,none,never,738.65,frequently,2150.0,small,2,6.9,9,7.6,Yes,5895.05
overweight,male,omnivore,more frequently,coal,walk/bicycle,petrol,sometimes,416.51,rarely,2048.0,large,9,8.6,7,10.0,No,3395.42
normal,female,vegetarian,more frequently,natural gas,private,hybrid,never,257.69,rarely,1677.0,medium,2,5.3,8,12.0,No,4400.13
obese,male,vegan,more frequently,wood,public,electric,sometimes,213.25,rarely,378.0,extra large,2,7.5,0,10.6,Yes,2107.1
normal,male,pescatarian,daily,natural gas,private,diesel,sometimes,380.0,rarely,568.0,large,4,9.8,2,6.0,No,3926.87
overweight,male,omnivore,daily,natural gas,private,none,sometimes,598.93,rarely,868.0,small,2,2.4,5,1.9,No,4666.32
obese,male,omnivore,more frequently,electricity,private,electric,never,129.78,never,2670.0,small,7,9.3,3,2.3,No,4142.31
overweight,male,pescatarian,twice a day,wood,private,none,often,190.34,never,519.0,extra large,3,5.7,7,1.3,Sometimes,3827.27
overweight,female,vegetarian,more frequently,coal,private,none,sometimes,174.28,never,2769.0,medium,4,6.8,9,5.0,Sometimes,4310.13
underweight,male,omnivore,twice a day,coal,private,electric,often,509.68,rarely,1568.0,extra large,1,8.9,0,6.3,Yes,4403.81
overweight,male,omnivore,more frequently,electricity,private,none,sometimes,270.01,frequently,2147.0,small,4,4.7,4,10.0,Yes,4996.11
obese,female,pescatarian,twice a day,coal,private,hybrid,sometimes,216.38,rarely,331.0,medium,4,4.8,3,1.9,Sometimes,4184.41
underweight,female,omnivore,more frequently,wood,private,diesel,never,514.94,never,807.0,large,4,5.7,0,3.5,Yes,3870.82
obese,male,omnivore,less frequently,natural gas,private,petrol,often,632.92,frequently,2876.0,extra large,9,1.2,9,6.6,Sometimes,5974.3
underweight,female,omnivore,less frequently,natural gas,private,diesel,often,332.51,frequently,798.0,large,3,5.5,5,10.3,Sometimes,5094.69
underweight,female,omnivore,daily,coal,walk/bicycle,petrol,never,504.74,frequently,890.0,large,7,3.6,9,2.0,Yes,4067.75
overweight,male,vegetarian,daily,coal,public,hybrid,often,168.69,rarely,593.0,small,4,9.4,2,3.7,Sometimes,2643.26
overweight,male,vegan,daily,coal,public,diesel,sometimes,754.63,frequently,387.0,small,1,1.8,4,7.0,Yes,3682.71
normal,female,omnivore,daily,natural gas,private,hybrid,sometimes,335.83,never,700.0,medium,3,5.1,5,4.6,No,4593.11
obese,female,omnivore,more frequently,wood,walk/bicycle,electric,often,798.25,never,1927.0,large,9,9.5,3,11.9,No,2718.0
obese,male,omnivore,less frequently,wood,public,petrol,often,785.01,never,1366.0,medium,6,9.1,9,6.0,Sometimes,3260.36
normal,female,omnivore,daily,wood,public,electric,often,645.18,frequently,1661.0,medium,8,7.3,9,11.0,Sometimes,3890.0
overweight,female,omnivore,twice a day,wood,private,electric,never,114.05,never,367.0,extra large,9,6.3,5,11.3,No,3433.92
obese,male,pescatarian,twice a day,wood,walk/bicycle,diesel,often,480.43,rarely,2406.0,extra large,8,3.5,6,3.9,No,2415.31
obese,male,omnivore,daily,electricity,public,none,often,160.79,rarely,2352.0,small,5,4.3,1,4.6,Sometimes,2595.05
overweight,male,omnivore,daily,coal,public,none,sometimes,726.6,rarely,65.0,large,6,1.8,6,4.6,No,3561.08
underweight,female,omnivore,daily,wood,private,hybrid,never,652.75,frequently,1151.0,medium,2,8.1,6,5.8,Sometimes,5189.7
overweight,female,omnivore,more frequently,electricity,private,diesel,often,780.64,never,206.0,large,9,3.9,1,1.7,No,4179.98
normal,male,omnivore,twice a day,wood,private,electric,often,525.87,rarely,2376.0,small,6,7.0,2,9.9,No,4071.72
obese,female,omnivore,twice a day,coal,private,hybrid,never,465.52,frequently,2212.0,large,8,4.2,2,2.4,Sometimes,5569.31
underweight,female,vegan,twice a day,wood,public,electric,sometimes,463.28,never,2706.0,medium,7,5.2,0,10.8,Sometimes,1807.98
normal,male,omnivore,less frequently,wood,private,hybrid,never,370.51,rarely,709.0,medium,2,6.0,0,7.3,Sometimes,4300.5
overweight,female,omnivore,more frequently,wood,private,petrol,sometimes,428.08,frequently,1369.0,large,2,8.2,9,6.3,Sometimes,5317.48
underweight,male,vegetarian,less frequently,coal,private,hybrid,often,544.79,very frequently,553.0,large,5,2.9,5,8.3,Yes,6291.25
obese,male,vegan,more frequently,natural gas,private,hybrid,often,753.06,frequently,1114.0,large,3,4.6,8,11.3,Yes,4869.86
underweight,female,omnivore,twice a day,coal,private,electric,never,517.12,rarely,1567.0,medium,1,2.2,8,4.3,Sometimes,4731.4
obese,female,vegetarian,twice a day,natural gas,public,none,often,699.98,rarely,160.0,medium,3,1.7,0,4.0,Yes,2344.06
overweight,female,omnivore,less frequently,electricity,public,electric,never,703.95,never,2145.0,extra large,7,6.4,6,5.1,No,2852.84
underweight,male,omnivore,twice a day,electricity,private,diesel,never,463.18,never,1630.0,medium,9,2.7,5,6.4,Sometimes,4670.92
underweight,male,omnivore,daily,wood,private,electric,never,343.23,never,2487.0,large,4,1.5,3,1.8,Yes,3855.44
underweight,female,pescatarian,more frequently,wood,private,none,often,547.7,rarely,815.0,medium,8,9.1,2,8.5,Sometimes,3894.52
obese,male,pescatarian,twice a day,wood,private,diesel,sometimes,412.11,frequently,2710.0,large,6,5.8,8,6.7,No,5117.77
overweight,female,omnivore,daily,coal,public,none,often,157.01,rarely,2996.0,medium,4,2.2,9,6.9,No,3650.63
overweight,female,omnivore,less frequently,wood,public,diesel,sometimes,364.47,rarely,2758.0,medium,3,1.5,4,3.7,Sometimes,3208.43
obese,female,pescatarian,twice a day,natural gas,public,electric,sometimes,795.85,rarely,2334.0,large,5,2.1,7,10.2,Yes,3583.18
underweight,female,omnivore,twice a day,electricity,public,none,sometimes,133.96,rarely,2437.0,small,3,5.2,3,5.4,Sometimes,2535.27
obese,male,omnivore,more frequently,electricity,private,none,often,587.67,very frequently,1721.0,extra large,8,7.0,3,8.2,Sometimes,6635.94
obese,female,pescatarian,twice a day,electricity,walk/bicycle,petrol,sometimes,688.83,never,570.0,medium,6,6.8,5,3.6,No,1905.79
normal,male,pescatarian,more frequently,natural gas,public,petrol,often,554.11,rarely,2031.0,small,6,2.3,5,10.0,Sometimes,2958.75
overweight,female,vegetarian,less frequently,wood,walk/bicycle,hybrid,often,498.82,rarely,2138.0,medium,7,6.7,2,4.3,Yes,2314.86
obese,male,vegetarian,more frequently,natural gas,private,petrol,never,595.29,never,2956.0,medium,7,4.6,1,11.1,Sometimes,4183.05
underweight,female,omnivore,less frequently,natural gas,walk/bicycle,none,often,400.54,rarely,1624.0,medium,8,5.2,8,6.0,Sometimes,3114.97
obese,male,pescatarian,twice a day,coal,public,hybrid,often,163.95,frequently,814.0,large,5,8.2,1,2.6,No,3746.47
obese,male,pescatarian,daily,coal,public,electric,often,773.66,never,2051.0,medium,5,4.0,8,7.7,No,3448.37
obese,female,omnivore,less frequently,electricity,private,hybrid,often,402.61,never,2938.0,small,6,2.3,7,7.1,No,3911.23
underweight,female,omnivore,twice a day,natural gas,public,diesel,sometimes,565.77,never,532.0,medium,4,8.9,9,5.6,No,2941.83
normal,male,omnivore,less frequently,electricity,walk/bicycle,hybrid,sometimes,471.92,frequently,978.0,medium,2,2.9,6,10.0,Yes,3334.05
obese,female,omnivore,twice a day,natural gas,public,petrol,often,138.27,frequently,1626.0,medium,2,3.6,4,5.6,No,4105.57
overweight,male,pescatarian,twice a day,electricity,public,electric,often,766.92,rarely,511.0,large,2,7.4,2,2.5,Sometimes,2437.81
obese,male,vegetarian,daily,electricity,walk/bicycle,diesel,never,654.78,rarely,67.0,large,2,7.2,1,1.3,No,1729.49
normal,male,omnivore,more frequently,wood,private,hybrid,sometimes,204.37,frequently,1011.0,small,5,8.2,7,10.8,Yes,4651.75
obese,female,omnivore,daily,electricity,public,electric,often,787.15,frequently,2596.0,large,2,2.7,1,6.1,Yes,4393.36
overweight,male,vegan,less frequently,coal,private,petrol,never,615.83,frequently,130.0,medium,7,4.2,7,7.2,No,4876.88
normal,male,omnivore,daily,natural gas,walk/bicycle,electric,never,430.63,frequently,1287.0,large,4,2.1,4,2.3,No,2821.35
overweight,male,omnivore,twice a day,electricity,private,electric,often,527.96,rarely,2287.0,extra large,5,5.9,8,6.4,No,4521.8
overweight,female,omnivore,twice a day,natural gas,private,diesel,never,174.72,rarely,2860.0,large,2,3.6,3,6.9,No,4534.19
overweight,male,omnivore,daily,electricity,public,none,never,492.29,frequently,2956.0,medium,1,7.2,7,6.1,Sometimes,3958.3
normal,female,omnivore,less frequently,coal,public,petrol,never,151.56,very frequently,1266.0,medium,9,1.0,6,11.5,Sometimes,5284.89
normal,male,omnivore,more frequently,wood,public,diesel,sometimes,481.4,never,2851.0,extra large,6,1.5,7,7.3,Yes,3111.01
overweight,female,omnivore,more frequently,wood,walk/bicycle,diesel,never,486.89,never,106.0,large,5,4.9,4,11.7,No,2367.72
overweight,male,omnivore,twice a day,natural gas,walk/bicycle,diesel,never,712.11,very frequently,2238.0,medium,5,9.6,1,2.7,No,5303.82
underweight,female,omnivore,more frequently,electricity,private,none,often,607.54,never,1928.0,large,2,9.0,6,11.1,Sometimes,4025.89
normal,female,omnivore,more frequently,coal,private,none,often,274.69,frequently,749.0,large,8,9.9,2,7.1,No,5338.93
obese,female,pescatarian,less frequently,natural gas,private,hybrid,sometimes,721.9,rarely,1522.0,medium,4,4.8,9,4.3,Sometimes,4380.56
normal,female,vegetarian,more frequently,wood,private,hybrid,often,501.27,never,389.0,small,4,1.4,9,9.2,Yes,3424.27
underweight,female,omnivore,daily,natural gas,private,petrol,sometimes,524.47,never,2615.0,large,8,3.8,9,7.1,Yes,4715.13
underweight,female,omnivore,less frequently,natural gas,walk/bicycle,petrol,never,218.29,never,1074.0,extra large,4,7.1,9,7.3,No,2479.44
overweight,male,pescatarian,daily,electricity,public,none,never,700.44,never,1878.0,small,1,2.2,1,2.9,No,1984.88
normal,female,omnivore,twice a day,coal,private,none,never,751.68,rarely,476.0,small,4,3.7,2,8.5,No,4833.27
obese,male,omnivore,less frequently,wood,private,none,often,642.49,frequently,618.0,large,1,1.5,3,4.2,Sometimes,5627.36
normal,male,pescatarian,more frequently,wood,public,diesel,sometimes,758.53,very frequently,2976.0,extra large,6,5.3,9,4.9,Sometimes,5145.64
underweight,female,vegetarian,less frequently,coal,private,none,often,311.61,rarely,2259.0,large,2,2.9,6,11.0,Yes,4101.95
obese,male,vegetarian,twice a day,electricity,private,diesel,often,702.78,rarely,2886.0,medium,9,1.8,9,3.0,Sometimes,4005.81
obese,female,omnivore,daily,coal,public,diesel,sometimes,442.23,rarely,888.0,medium,4,4.7,0,10.8,No,3392.97
overweight,male,pescatarian,twice a day,coal,walk/bicycle,petrol,sometimes,214.74,rarely,494.0,small,8,4.2,5,6.5,Yes,2641.39
normal,female,omnivore,less frequently,electricity,private,electric,sometimes,568.16,rarely,1509.0,extra large,2,5.8,5,3.0,No,4272.21
normal,male,pescatarian,daily,electricity,public,hybrid,never,578.88,never,1484.0,extra large,5,7.7,7,9.9,Sometimes,2363.65
normal,female,omnivore,daily,wood,private,hybrid,often,300.85,never,525.0,small,8,2.0,1,8.2,Sometimes,4207.99
obese,female,omnivore,less frequently,wood,public,petrol,often,119.25,never,2200.0,large,1,8.1,1,4.8,No,2817.98
underweight,female,pescatarian,twice a day,electricity,private,petrol,never,239.89,never,1085.0,large,6,1.2,0,4.3,No,3637.02
underweight,male,omnivore,more frequently,natural gas,private,none,sometimes,379.84,frequently,559.0,medium,2,5.0,2,5.6,Yes,5301.31
overweight,male,omnivore,twice a day,wood,walk/bicycle,none,often,217.29,never,996.0,large,5,6.3,6,2.5,Sometimes,2210.61
underweight,female,vegan,more frequently,electricity,private,none,never,235.82,frequently,1691.0,large,1,9.6,7,9.9,Sometimes,4508.95
normal,female,omnivore,twice a day,electricity,public,diesel,often,373.97,very frequently,2179.0,extra large,4,6.2,6,4.1,Yes,5669.9
overweight,male,omnivore,less frequently,natural gas,private,diesel,often,773.25,very frequently,1446.0,small,3,2.4,8,10.1,Yes,7128.23
underweight,male,omnivore,twice a day,coal,private,none,often,634.97,very frequently,1577.0,large,5,5.7,7,9.0,Sometimes,6838.74
underweight,male,vegetarian,twice a day,electricity,private,diesel,sometimes,323.82,never,417.0,small,8,4.6,7,11.4,Yes,3675.42
overweight,male,pescatarian,less frequently,natural gas,private,petrol,sometimes,766.12,rarely,2744.0,extra large,9,5.3,1,2.1,Sometimes,4677.97
obese,male,omnivore,less frequently,natural gas,public,none,often,551.95,never,2786.0,small,5,2.8,0,4.8,Sometimes,3169.39
overweight,female,pescatarian,daily,wood,private,hybrid,sometimes,418.81,frequently,2050.0,medium,9,5.5,5,7.9,Yes,4538.91
obese,female,omnivore,twice a day,electricity,public,hybrid,never,427.81,frequently,53.0,medium,4,2.4,6,10.4,Yes,3652.92
normal,male,vegetarian,less frequently,wood,public,diesel,never,387.52,frequently,1611.0,small,5,7.7,5,2.7,Yes,3565.16
obese,male,omnivore,less frequently,coal,public,hybrid,often,263.09,rarely,1888.0,large,9,6.3,6,10.5,Sometimes,3491.21
overweight,female,omnivore,daily,coal,private,none,never,370.64,frequently,2984.0,large,9,1.7,7,1.7,Yes,5893.1
normal,female,vegan,less frequently,wood,walk/bicycle,hybrid,sometimes,469.53,never,2988.0,large,2,9.0,1,6.2,Sometimes,1803.7
overweight,male,omnivore,daily,wood,private,petrol,sometimes,469.62,never,2573.0,extra large,5,6.5,0,1.9,No,3816.44
overweight,male,omnivore,less frequently,electricity,private,diesel,never,633.22,frequently,191.0,small,8,3.8,9,2.6,Yes,5290.16
obese,male,omnivore,daily,electricity,private,hybrid,often,351.16,rarely,2860.0,medium,1,1.4,7,9.5,Sometimes,4073.37
obese,female,vegan,twice a day,electricity,private,diesel,never,601.76,very frequently,1838.0,large,4,6.7,7,1.2,Sometimes,5922.8
obese,male,omnivore,less frequently,coal,private,petrol,sometimes,504.66,never,2403.0,small,8,4.4,7,7.1,Sometimes,4615.69
normal,female,omnivore,less frequently,wood,public,hybrid,often,773.29,frequently,1222.0,extra large,2,9.2,9,2.1,Yes,4421.02
obese,male,omnivore,twice a day,natural gas,private,none,sometimes,369.7,rarely,959.0,medium,1,1.3,6,9.9,Yes,4564.23
normal,male,omnivore,twice a day,wood,private,electric,often,730.85,frequently,1390.0,extra large,6,1.4,1,9.9,No,5213.28
overweight,female,omnivore,twice a day,natural gas,public,hybrid,often,674.45,frequently,441.0,large,6,9.5,3,8.7,Yes,4112.64
