Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
Toyota,Model_6786,SUV - STANDARD,4.3,6,AS,X,11.2,8.7,10.1,23.0,232
Toyota,Model_6787,STATION WAGON,2.2,8,A,D,7.5,5.8,6.7,35.0,180
Hyundai,Model_6788,MINIVAN,6.4,12,AV,X,19.4,15.2,17.5,13.0,404
GM,Model_6789,TWO-SEATER,5.8,4,M,X,14.7,11.5,13.3,18.0,311
Toyota,Model_6790,PICKUP TRUCK,1.4,4,A,N,4.1,3.2,3.7,64.0,89
Ford,Model_6791,COMPACT,3.0,4,AM,X,7.9,6.2,7.1,33.0,166
Hyundai,Model_6792,SUV - STANDARD,3.1,6,AS,Z,8.5,6.6,7.6,31.0,173
Mercedes,Model_6793,FULL-SIZE,3.4,3,AM,Z,8.6,6.7,7.8,30.0,183
Ford,Model_6794,PICKUP TRUCK,1.2,8,A,Z,4.3,3.3,3.9,60.0,92
Toyota,Model_6795,FULL-SIZE,5.4,6,AV,D,12.5,9.7,11.2,21.0,290
GM,Model_6796,MID-SIZE,2.5,4,M,X,6.3,4.9,5.7,41.0,128
Hyundai,Model_6797,COMPACT,2.3,4,AM,Z,7.9,6.1,7.1,33.0,165
GM,Model_6798,TWO-SEATER,5.3,12,AS,D,13.4,10.4,12.1,19.0,324
Toyota,Model_6799,STATION WAGON,2.4,8,AM,X,8.0,6.2,7.2,33.0,163
Toyota,Model_6800,SUV - STANDARD,4.0,4,M,D,10.3,8.1,9.3,25.0,248
Hyundai,Model_6801,COMPACT,1.9,8,AS,D,7.1,5.6,6.4,37.0,162
GM,Model_6802,MINIVAN,1.9,4,M,N,5.1,4.0,4.6,51.0,107
BMW,Model_6803,FULL-SIZE,5.0,6,AV,N,13.1,10.2,11.8,20.0,265
Toyota,Model_6804,SUV - SMALL,4.9,8,AV,X,16.1,12.6,14.5,16.0,336
Honda,Model_6805,TWO-SEATER,2.1,6,AM,Z,5.1,4.0,4.6,51.0,109
Hyundai,Model_6806,STATION WAGON,2.3,6,AV,X,7.9,6.1,7.1,33.0,158
Ford,Model_6807,COMPACT,6.4,3,AS,E,22.3,17.4,20.1,12.0,469
VW,Model_6808,MID-SIZE,3.4,6,AV,Z,9.3,7.3,8.4,28.0,187
Hyundai,Model_6809,MID-SIZE,3.9,8,AM,X,12.1,9.4,10.9,22.0,253
Mercedes,Model_6810,COMPACT,3.7,6,AM,X,10.0,7.8,9.0,26.0,203
Honda,Model_6811,PICKUP TRUCK,4.0,6,M,X,13.8,10.7,12.4,19.0,290
Mercedes,Model_6812,COMPACT,5.6,8,M,D,13.4,10.4,12.0,20.0,332
GM,Model_6813,STATION WAGON,4.0,4,A,X,10.2,7.9,9.2,26.0,218
Mercedes,Model_6814,PICKUP TRUCK,4.5,8,AV,X,14.4,11.2,13.0,18.0,302
Mercedes,Model_6815,COMPACT,1.5,12,A,X,7.5,5.9,6.8,35.0,164
BMW,Model_6816,TWO-SEATER,4.8,8,AS,Z,12.6,9.9,11.4,21.0,252
Honda,Model_6817,SUV - SMALL,1.3,6,M,Z,5.0,3.9,4.5,52.0,109
Hyundai,Model_6818,MID-SIZE,5.3,4,AS,X,13.2,10.3,11.9,20.0,275
GM,Model_6819,MINIVAN,2.6,4,AM,Z,8.3,6.5,7.5,31.0,171
Honda,Model_6820,SUV - STANDARD,6.1,8,AV,X,18.3,14.3,16.5,14.0,383
BMW,Model_6821,MINIVAN,2.9,8,AS,E,12.7,9.9,11.4,21.0,259
Ford,Model_6822,SUV - STANDARD,5.5,8,A,Z,14.8,11.5,13.3,18.0,308
Honda,Model_6823,MINIVAN,4.9,8,AS,Z,12.7,9.9,11.4,21.0,263
Hyundai,Model_6824,SUV - STANDARD,1.3,6,AS,X,5.2,4.0,4.7,50.0,110
Hyundai,Model_6825,SUV - STANDARD,6.2,4,AV,D,14.7,11.4,13.2,18.0,357
GM,Model_6826,SUV - SMALL,4.3,4,AV,X,12.3,9.6,11.1,21.0,250
Honda,Model_6827,STATION WAGON,3.1,8,A,X,9.5,7.4,8.6,27.0,198
BMW,Model_6828,FULL-SIZE,5.3,4,AS,Z,14.2,11.1,12.8,18.0,292
Mercedes,Model_6829,MINIVAN,6.1,6,AV,E,22.0,17.2,19.9,12.0,458
Honda,Model_6830,FULL-SIZE,3.1,8,AM,D,8.3,6.5,7.5,31.0,203
Hyundai,Model_6831,FULL-SIZE,5.6,4,AM,D,13.3,10.4,12.0,20.0,324
Honda,Model_6832,SUV - STANDARD,1.3,4,M,X,4.5,3.5,4.0,59.0,86
VW,Model_6833,COMPACT,3.6,8,AV,N,10.4,8.1,9.4,25.0,224
Ford,Model_6834,SUV - SMALL,3.2,4,A,Z,8.6,6.7,7.8,30.0,179
GM,Model_6835,TWO-SEATER,3.9,4,A,X,11.3,8.8,10.2,23.0,234
GM,Model_6836,FULL-SIZE,4.1,3,AM,Z,10.7,8.3,9.6,25.0,221
GM,Model_6837,MID-SIZE,3.7,4,AV,X,9.0,7.0,8.1,29.0,178
BMW,Model_6838,SUV - SMALL,4.3,12,AS,D,11.7,9.2,10.6,22.0,283
Hyundai,Model_6839,STATION WAGON,5.1,6,AV,D,13.2,10.3,11.9,20.0,319
Mercedes,Model_6840,FULL-SIZE,2.2,4,AV,X,6.2,4.8,5.6,42.0,137
Hyundai,Model_6841,SUV - SMALL,3.8,6,M,D,8.9,6.9,8.0,29.0,222
VW,Model_6842,FULL-SIZE,2.4,4,A,Z,6.4,5.0,5.8,41.0,133
GM,Model_6843,TWO-SEATER,2.4,4,AS,Z,6.4,5.0,5.8,41.0,136
Ford,Model_6844,SUV - SMALL,2.6,4,M,X,7.1,5.5,6.4,37.0,141
GM,Model_6845,SUV - STANDARD,3.1,4,A,X,9.4,7.3,8.4,28.0,187
GM,Model_6846,COMPACT,3.6,4,A,X,10.2,7.9,9.1,26.0,212
Toyota,Model_6847,STATION WAGON,5.9,4,M,Z,15.4,12.0,13.9,17.0,326
Ford,Model_6848,SUV - SMALL,2.7,4,AS,D,6.6,5.1,5.9,40.0,166
Mercedes,Model_6849,MID-SIZE,3.4,8,AS,E,13.2,10.3,11.9,20.0,272
Mercedes,Model_6850,STATION WAGON,4.6,6,AV,E,17.2,13.4,15.5,15.0,353
Ford,Model_6851,COMPACT,3.0,12,M,Z,9.8,7.6,8.8,27.0,203
VW,Model_6852,FULL-SIZE,4.5,6,A,D,10.6,8.3,9.5,25.0,257
Honda,Model_6853,PICKUP TRUCK,3.3,4,AM,X,9.1,7.1,8.2,29.0,184
Mercedes,Model_6854,TWO-SEATER,5.4,4,A,Z,12.9,10.1,11.6,20.0,276
Hyundai,Model_6855,STATION WAGON,2.7,4,A,X,7.4,5.8,6.7,35.0,157
Hyundai,Model_6856,MID-SIZE,2.8,6,AS,N,8.5,6.6,7.6,31.0,175
Toyota,Model_6857,TWO-SEATER,6.3,4,AS,X,16.2,12.6,14.6,16.0,334
Mercedes,Model_6858,STATION WAGON,2.6,6,AM,X,8.9,7.0,8.0,29.0,187
Hyundai,Model_6859,SUV - STANDARD,2.0,4,AS,X,7.7,6.0,7.0,34.0,166
BMW,Model_6860,STATION WAGON,5.0,3,AM,D,11.2,8.8,10.1,23.0,267
Ford,Model_6861,MINIVAN,5.5,4,A,Z,13.9,10.9,12.6,19.0,289
Honda,Model_6862,COMPACT,5.1,6,M,X,14.3,11.1,12.9,18.0,302
Hyundai,Model_6863,SUV - STANDARD,1.5,6,AM,Z,4.5,3.5,4.0,59.0,91
Honda,Model_6864,SUV - SMALL,4.1,8,AV,Z,11.1,8.7,10.0,24.0,231
Honda,Model_6865,PICKUP TRUCK,4.8,8,AV,N,12.5,9.7,11.2,21.0,265
Hyundai,Model_6866,SUV - SMALL,2.1,8,A,X,7.3,5.7,6.6,36.0,153
Honda,Model_6867,PICKUP TRUCK,2.3,6,A,E,9.6,7.5,8.6,27.0,196
VW,Model_6868,SUV - SMALL,2.7,4,AM,Z,7.7,6.0,6.9,34.0,163
Honda,Model_6869,MID-SIZE,4.2,8,A,X,12.8,9.9,11.5,20.0,270
Hyundai,Model_6870,SUV - SMALL,2.8,4,AM,D,7.4,5.8,6.6,36.0,176
BMW,Model_6871,SUV - SMALL,5.6,8,AM,X,17.2,13.4,15.5,15.0,362
BMW,Model_6872,FULL-SIZE,4.7,4,AM,Z,12.1,9.4,10.9,22.0,245
GM,Model_6873,MINIVAN,4.9,4,AM,D,12.8,9.9,11.5,20.0,302
BMW,Model_6874,MID-SIZE,1.3,6,A,Z,5.2,4.1,4.7,50.0,105
Hyundai,Model_6875,COMPACT,1.7,4,AS,Z,5.0,3.9,4.5,52.0,104
Honda,Model_6876,MINIVAN,4.6,4,A,X,12.1,9.4,10.9,22.0,248
GM,Model_6877,SUV - STANDARD,3.3,4,AV,D,6.9,5.4,6.2,38.0,173
Hyundai,Model_6878,TWO-SEATER,1.3,8,M,Z,6.3,4.9,5.6,42.0,130
VW,Model_6879,FULL-SIZE,5.0,4,AV,X,13.3,10.4,12.0,20.0,275
BMW,Model_6880,FULL-SIZE,4.5,4,AS,E,17.2,13.4,15.5,15.0,364
Honda,Model_6881,SUV - STANDARD,5.6,6,AM,X,15.8,12.3,14.2,17.0,323
Toyota,Model_6882,COMPACT,4.8,6,AV,Z,14.4,11.3,13.0,18.0,308
Hyundai,Model_6883,PICKUP TRUCK,5.2,4,M,N,12.6,9.8,11.3,21.0,265
VW,Model_6884,MINIVAN,5.7,6,AV,D,13.8,10.8,12.4,19.0,336
Ford,Model_6885,SUV - SMALL,1.8,4,M,X,5.7,4.5,5.1,46.0,118
Honda,Model_6886,MINIVAN,1.8,4,A,D,4.0,3.1,3.5,67.0,90
GM,Model_6887,MID-SIZE,2.0,4,AV,E,7.8,6.1,7.0,34.0,161
Toyota,Model_6888,TWO-SEATER,3.8,4,AM,D,8.6,6.7,7.7,31.0,204
Honda,Model_6889,TWO-SEATER,1.5,4,AV,X,4.9,3.8,4.4,53.0,95
Honda,Model_6890,FULL-SIZE,4.0,6,AS,D,9.9,7.7,8.9,26.0,237
GM,Model_6891,MID-SIZE,4.1,6,AV,Z,10.8,8.5,9.8,24.0,219
GM,Model_6892,SUV - STANDARD,4.1,8,A,Z,12.5,9.8,11.3,21.0,263
Toyota,Model_6893,FULL-SIZE,1.5,4,AS,Z,4.4,3.4,3.9,60.0,88
Honda,Model_6894,SUV - SMALL,5.7,6,AS,X,15.4,12.0,13.9,17.0,326
Toyota,Model_6895,FULL-SIZE,3.7,6,AV,Z,10.3,8.0,9.3,25.0,218
Mercedes,Model_6896,COMPACT,4.7,6,M,X,12.5,9.8,11.3,21.0,264
Toyota,Model_6897,TWO-SEATER,6.4,6,AM,N,17.0,13.2,15.3,15.0,356
GM,Model_6898,FULL-SIZE,4.2,3,AS,X,10.1,7.9,9.1,26.0,209
GM,Model_6899,SUV - STANDARD,4.4,6,A,Z,13.4,10.4,12.0,20.0,272
GM,Model_6900,SUV - SMALL,1.2,6,M,D,4.0,3.0,3.5,67.0,97
Hyundai,Model_6901,TWO-SEATER,6.0,6,AS,X,16.9,13.2,15.3,15.0,346
Hyundai,Model_6902,STATION WAGON,1.5,8,AV,D,5.6,4.4,5.1,46.0,137
Toyota,Model_6903,PICKUP TRUCK,1.6,6,AM,Z,5.2,4.1,4.7,50.0,108
Mercedes,Model_6904,SUV - STANDARD,5.8,4,A,Z,14.4,11.2,12.9,18.0,308
Ford,Model_6905,COMPACT,4.3,3,A,X,11.6,9.0,10.4,23.0,241
Honda,Model_6906,STATION WAGON,2.4,3,M,Z,5.1,4.0,4.6,51.0,103
Mercedes,Model_6907,PICKUP TRUCK,4.0,6,M,Z,12.3,9.6,11.1,21.0,258
Hyundai,Model_6908,SUV - STANDARD,2.0,8,AV,Z,7.7,6.0,6.9,34.0,158
VW,Model_6909,TWO-SEATER,2.2,4,AV,Z,5.6,4.4,5.0,47.0,113
Hyundai,Model_6910,STATION WAGON,2.6,4,AV,X,8.0,6.3,7.2,33.0,163
Honda,Model_6911,STATION WAGON,1.1,4,AS,D,4.0,3.0,3.5,67.0,91
Mercedes,Model_6912,PICKUP TRUCK,2.4,4,A,Z,6.4,5.0,5.8,41.0,142
Ford,Model_6913,SUV - STANDARD,1.3,4,AV,N,4.1,3.2,3.7,64.0,90
BMW,Model_6914,MID-SIZE,3.0,8,AM,X,9.3,7.3,8.4,28.0,188
Ford,Model_6915,SUV - STANDARD,3.6,4,AS,Z,9.3,7.3,8.4,28.0,190
Ford,Model_6916,TWO-SEATER,4.5,4,AM,X,11.5,8.9,10.3,23.0,234
Mercedes,Model_6917,FULL-SIZE,4.6,4,AV,E,16.1,12.6,14.5,16.0,327
GM,Model_6918,FULL-SIZE,2.7,6,AM,D,7.0,5.5,6.3,37.0,169
Honda,Model_6919,PICKUP TRUCK,4.3,6,AV,Z,12.2,9.5,11.0,21.0,248
VW,Model_6920,MID-SIZE,1.9,4,AV,E,8.0,6.3,7.2,33.0,173
GM,Model_6921,PICKUP TRUCK,6.0,4,AM,X,15.9,12.4,14.4,16.0,336
Honda,Model_6922,MID-SIZE,1.1,8,AV,D,4.8,3.8,4.3,55.0,121
Mercedes,Model_6923,STATION WAGON,5.1,4,AS,Z,14.5,11.3,13.0,18.0,307
BMW,Model_6924,SUV - STANDARD,4.0,4,M,D,9.9,7.8,9.0,26.0,243
Toyota,Model_6925,PICKUP TRUCK,5.1,4,AM,X,14.0,10.9,12.6,19.0,291
Toyota,Model_6926,SUV - SMALL,3.4,4,AS,Z,8.1,6.3,7.3,32.0,163
VW,Model_6927,SUV - SMALL,6.4,4,M,X,17.1,13.3,15.4,15.0,347
Hyundai,Model_6928,PICKUP TRUCK,4.6,6,A,E,16.1,12.6,14.5,16.0,328
Ford,Model_6929,FULL-SIZE,3.8,4,AM,X,11.0,8.6,9.9,24.0,230
Hyundai,Model_6930,COMPACT,3.0,6,A,X,9.4,7.4,8.5,28.0,197
Toyota,Model_6931,COMPACT,5.5,6,AV,E,19.4,15.1,17.5,13.0,400
Toyota,Model_6932,FULL-SIZE,5.9,4,AS,X,16.8,13.1,15.1,16.0,351
Toyota,Model_6933,SUV - SMALL,2.9,6,A,D,7.0,5.5,6.4,37.0,174
GM,Model_6934,MID-SIZE,2.1,4,AM,X,6.9,5.4,6.2,38.0,144
Honda,Model_6935,TWO-SEATER,5.5,4,AS,X,14.1,11.0,12.7,19.0,287
Toyota,Model_6936,SUV - SMALL,1.4,8,AS,X,6.1,4.8,5.5,43.0,120
BMW,Model_6937,SUV - STANDARD,6.4,6,AM,X,18.6,14.5,16.8,14.0,380
VW,Model_6938,FULL-SIZE,5.5,4,AM,X,15.5,12.1,13.9,17.0,327
GM,Model_6939,MINIVAN,3.3,4,AV,X,8.5,6.7,7.7,31.0,180
Mercedes,Model_6940,TWO-SEATER,4.9,4,AS,E,15.0,11.7,13.5,17.0,300
GM,Model_6941,MID-SIZE,4.8,6,A,X,13.4,10.5,12.1,19.0,281
VW,Model_6942,FULL-SIZE,1.3,8,AM,X,5.9,4.6,5.3,44.0,125
Mercedes,Model_6943,TWO-SEATER,5.8,4,M,E,19.3,15.1,17.4,14.0,404
VW,Model_6944,PICKUP TRUCK,2.4,4,AV,Z,6.2,4.8,5.6,42.0,130
Toyota,Model_6945,FULL-SIZE,4.5,4,A,D,9.6,7.5,8.6,27.0,229
Honda,Model_6946,SUV - SMALL,5.6,8,A,Z,15.2,11.9,13.7,17.0,315
Hyundai,Model_6947,SUV - STANDARD,1.8,6,A,Z,6.2,4.9,5.6,42.0,129
Ford,Model_6948,FULL-SIZE,1.2,4,AM,X,4.5,3.5,4.0,59.0,96
BMW,Model_6949,SUV - STANDARD,5.8,3,AV,X,15.9,12.4,14.3,16.0,330
Hyundai,Model_6950,COMPACT,3.3,6,A,D,8.0,6.2,7.2,33.0,193
Mercedes,Model_6951,STATION WAGON,1.5,6,A,X,4.6,3.6,4.2,56.0,96
Hyundai,Model_6952,PICKUP TRUCK,3.8,4,A,Z,11.0,8.6,9.9,24.0,232
BMW,Model_6953,STATION WAGON,1.9,4,AS,Z,5.9,4.6,5.3,44.0,121
GM,Model_6954,MINIVAN,5.8,6,AV,X,17.5,13.6,15.7,15.0,363
Toyota,Model_6955,MINIVAN,5.0,4,AS,X,14.7,11.4,13.2,18.0,298
Hyundai,Model_6956,SUV - SMALL,1.6,3,AS,X,4.9,3.8,4.4,53.0,95
BMW,Model_6957,MINIVAN,3.1,4,AS,X,9.6,7.5,8.6,27.0,192
Honda,Model_6958,COMPACT,2.7,4,AS,X,7.0,5.4,6.3,37.0,143
BMW,Model_6959,SUV - SMALL,3.3,6,AV,D,9.0,7.0,8.1,29.0,212
Honda,Model_6960,SUV - STANDARD,4.7,6,AM,Z,12.8,10.0,11.6,20.0,273
Mercedes,Model_6961,SUV - STANDARD,2.9,4,M,X,8.4,6.5,7.6,31.0,176
Mercedes,Model_6962,TWO-SEATER,6.3,8,AV,Z,16.7,13.0,15.1,16.0,342
Toyota,Model_6963,MINIVAN,1.5,4,AM,D,4.0,3.0,3.5,67.0,91
BMW,Model_6964,COMPACT,5.2,4,A,E,18.3,14.3,16.5,14.0,377
Toyota,Model_6965,PICKUP TRUCK,6.0,6,AM,X,16.8,13.1,15.1,16.0,344
Hyundai,Model_6966,MINIVAN,4.6,4,AM,Z,12.2,9.5,11.0,21.0,250
Honda,Model_6967,SUV - SMALL,6.2,8,M,X,18.7,14.5,16.8,14.0,391
Honda,Model_6968,STATION WAGON,1.1,3,A,Z,4.0,3.0,3.5,67.0,81
Ford,Model_6969,PICKUP TRUCK,2.5,4,AS,N,6.9,5.4,6.2,38.0,147
Mercedes,Model_6970,TWO-SEATER,4.4,4,A,E,14.3,11.1,12.9,18.0,294
Toyota,Model_6971,SUV - STANDARD,2.7,8,AS,X,8.1,6.4,7.3,32.0,174
BMW,Model_6972,MINIVAN,4.6,8,A,D,12.1,9.4,10.9,22.0,290
VW,Model_6973,MID-SIZE,1.2,6,A,D,4.6,3.6,4.2,56.0,114
GM,Model_6974,SUV - SMALL,6.0,8,AM,Z,17.4,13.6,15.7,15.0,363
Hyundai,Model_6975,PICKUP TRUCK,3.1,8,AV,X,10.1,7.9,9.1,26.0,213
Hyundai,Model_6976,TWO-SEATER,3.4,8,M,Z,9.3,7.2,8.4,28.0,199
GM,Model_6977,STATION WAGON,6.4,8,AV,Z,17.9,13.9,16.1,15.0,373
VW,Model_6978,STATION WAGON,4.8,4,AS,Z,13.0,10.1,11.7,20.0,271
BMW,Model_6979,SUV - SMALL,1.6,8,M,Z,6.1,4.7,5.5,43.0,119
Toyota,Model_6980,PICKUP TRUCK,6.5,8,AS,Z,18.1,14.1,16.3,14.0,381
BMW,Model_6981,TWO-SEATER,4.6,4,A,X,13.3,10.4,12.0,20.0,270
Honda,Model_6982,MINIVAN,4.4,6,AV,X,12.4,9.6,11.1,21.0,260
VW,Model_6983,MINIVAN,1.0,8,A,D,4.0,3.0,3.5,67.0,99
Ford,Model_6984,PICKUP TRUCK,6.1,6,M,Z,16.4,12.8,14.8,16.0,344
VW,Model_6985,TWO-SEATER,3.0,8,AS,D,9.3,7.3,8.4,28.0,224
Toyota,Model_6986,TWO-SEATER,3.0,4,AM,Z,7.1,5.5,6.4,37.0,148
Ford,Model_6987,MID-SIZE,1.9,6,A,X,6.2,4.9,5.6,42.0,134
Hyundai,Model_6988,SUV - SMALL,3.1,4,AM,X,9.6,7.5,8.6,27.0,199
VW,Model_6989,FULL-SIZE,1.6,8,A,Z,7.4,5.7,6.6,36.0,154
Honda,Model_6990,TWO-SEATER,2.7,4,M,Z,7.2,5.6,6.5,36.0,148
BMW,Model_6991,SUV - STANDARD,2.3,4,AM,X,6.2,4.9,5.6,42.0,132
Hyundai,Model_6992,COMPACT,2.0,4,AV,Z,5.4,4.2,4.9,48.0,109
Toyota,Model_6993,FULL-SIZE,5.5,4,AM,Z,14.4,11.2,13.0,18.0,295
Toyota,Model_6994,SUV - SMALL,1.5,6,AV,X,5.7,4.4,5.1,46.0,124
Ford,Model_6995,PICKUP TRUCK,4.8,12,M,X,16.6,13.0,15.0,16.0,343
VW,Model_6996,MID-SIZE,1.9,4,AM,Z,5.9,4.6,5.4,44.0,125
Honda,Model_6997,MID-SIZE,4.8,4,A,N,11.8,9.2,10.7,22.0,244
Ford,Model_6998,SUV - SMALL,4.6,4,AM,Z,11.2,8.7,10.1,23.0,226
GM,Model_6999,PICKUP TRUCK,2.2,3,M,X,5.8,4.5,5.2,45.0,124
Ford,Model_7000,STATION WAGON,5.9,4,AV,N,13.3,10.4,12.0,20.0,274
Ford,Model_7001,SUV - SMALL,1.1,4,AV,X,4.2,3.3,3.8,62.0,86
Honda,Model_7002,MID-SIZE,3.0,4,M,E,10.2,8.0,9.2,26.0,221
GM,Model_7003,FULL-SIZE,2.5,6,AV,E,11.6,9.0,10.4,23.0,251
GM,Model_7004,SUV - STANDARD,2.5,4,AM,E,9.9,7.7,8.9,26.0,210
Mercedes,Model_7005,PICKUP TRUCK,4.8,6,A,X,13.7,10.7,12.4,19.0,283
Hyundai,Model_7006,SUV - SMALL,1.6,8,AM,Z,6.8,5.3,6.1,39.0,144
Ford,Model_7007,FULL-SIZE,6.2,4,M,Z,14.8,11.5,13.3,18.0,307
Ford,Model_7008,SUV - SMALL,1.9,8,AS,N,7.5,5.8,6.7,35.0,165
Toyota,Model_7009,SUV - STANDARD,3.6,6,AM,X,11.7,9.1,10.5,22.0,241
BMW,Model_7010,TWO-SEATER,1.9,4,AS,Z,5.4,4.2,4.8,49.0,113
Ford,Model_7011,MINIVAN,1.2,4,AV,Z,4.6,3.6,4.1,57.0,87
GM,Model_7012,TWO-SEATER,2.2,6,A,Z,6.8,5.3,6.1,39.0,133
Ford,Model_7013,TWO-SEATER,1.7,4,AM,D,4.4,3.4,4.0,59.0,104
Hyundai,Model_7014,STATION WAGON,5.7,4,M,Z,14.6,11.4,13.2,18.0,306
GM,Model_7015,TWO-SEATER,2.4,4,A,Z,6.2,4.9,5.6,42.0,134
Toyota,Model_7016,TWO-SEATER,3.7,4,A,Z,9.1,7.1,8.2,29.0,183
Honda,Model_7017,MID-SIZE,2.0,12,A,X,8.8,6.9,8.0,29.0,185
Mercedes,Model_7018,COMPACT,1.3,8,M,D,5.0,3.9,4.5,52.0,117
Ford,Model_7019,FULL-SIZE,1.5,8,AS,X,5.6,4.4,5.1,46.0,124
Toyota,Model_7020,FULL-SIZE,3.9,4,AS,D,8.4,6.6,7.6,31.0,204
Ford,Model_7021,MID-SIZE,4.2,4,AM,D,10.3,8.1,9.3,25.0,246
BMW,Model_7022,COMPACT,1.2,4,AS,Z,4.0,3.0,3.5,67.0,79
BMW,Model_7023,PICKUP TRUCK,2.1,6,AM,X,7.4,5.8,6.7,35.0,152
BMW,Model_7024,PICKUP TRUCK,2.0,6,AS,X,5.5,4.3,5.0,47.0,119
Toyota,Model_7025,SUV - SMALL,2.9,8,M,X,9.9,7.7,8.9,26.0,207
Ford,Model_7026,PICKUP TRUCK,2.2,4,AM,X,4.7,3.7,4.2,56.0,91
Hyundai,Model_7027,STATION WAGON,5.6,8,A,D,14.0,10.9,12.6,19.0,341
GM,Model_7028,STATION WAGON,3.6,6,AM,X,10.0,7.8,9.0,26.0,211
Toyota,Model_7029,FULL-SIZE,6.3,6,AS,Z,16.3,12.7,14.6,16.0,338
Hyundai,Model_7030,SUV - SMALL,1.7,6,AM,E,7.7,6.0,7.0,34.0,158
VW,Model_7031,SUV - STANDARD,1.9,4,AS,X,5.3,4.1,4.8,49.0,115
Ford,Model_7032,COMPACT,3.8,4,AS,X,10.8,8.4,9.7,24.0,223
Honda,Model_7033,SUV - SMALL,5.1,4,AM,Z,13.9,10.9,12.6,19.0,288
Mercedes,Model_7034,COMPACT,5.4,6,A,Z,15.0,11.7,13.5,17.0,314
Honda,Model_7035,MINIVAN,4.5,4,AV,E,15.5,12.1,14.0,17.0,325
Mercedes,Model_7036,COMPACT,4.4,4,M,X,12.1,9.4,10.9,22.0,251
Hyundai,Model_7037,STATION WAGON,3.2,4,A,Z,8.7,6.8,7.9,30.0,178
GM,Model_7038,TWO-SEATER,3.2,6,M,Z,9.3,7.3,8.4,28.0,187
Honda,Model_7039,TWO-SEATER,1.6,4,AV,X,4.0,3.1,3.6,65.0,83
VW,Model_7040,FULL-SIZE,4.8,6,A,X,13.7,10.7,12.3,19.0,281
BMW,Model_7041,COMPACT,6.1,4,M,Z,14.6,11.4,13.1,18.0,316
Mercedes,Model_7042,SUV - STANDARD,5.4,6,AS,E,19.8,15.5,17.9,13.0,416
BMW,Model_7043,SUV - SMALL,4.2,4,AS,D,9.8,7.6,8.8,27.0,233
Mercedes,Model_7044,MID-SIZE,1.2,4,AM,N,4.0,3.0,3.5,67.0,92
Hyundai,Model_7045,COMPACT,2.7,4,A,X,7.4,5.8,6.7,35.0,160
Ford,Model_7046,MID-SIZE,1.5,4,AM,E,5.4,4.2,4.8,49.0,110
GM,Model_7047,STATION WAGON,3.6,4,AM,X,9.1,7.1,8.2,29.0,181
Ford,Model_7048,SUV - STANDARD,5.3,8,AS,Z,16.1,12.6,14.5,16.0,335
Hyundai,Model_7049,MID-SIZE,3.5,8,AS,Z,11.3,8.8,10.1,23.0,233
GM,Model_7050,SUV - SMALL,5.6,4,AV,D,12.8,10.0,11.5,20.0,299
Hyundai,Model_7051,SUV - SMALL,3.6,6,AS,X,11.2,8.8,10.1,23.0,227
Mercedes,Model_7052,PICKUP TRUCK,1.9,4,A,Z,5.1,4.0,4.6,51.0,106
VW,Model_7053,TWO-SEATER,2.6,6,AM,X,9.6,7.5,8.7,27.0,197
GM,Model_7054,STATION WAGON,4.4,4,M,Z,14.2,11.1,12.8,18.0,298
Mercedes,Model_7055,COMPACT,6.2,4,A,X,15.5,12.1,14.0,17.0,325
Hyundai,Model_7056,MINIVAN,5.2,4,A,X,13.9,10.8,12.5,19.0,286
Honda,Model_7057,COMPACT,1.0,4,AS,Z,4.0,3.0,3.5,67.0,73
VW,Model_7058,TWO-SEATER,4.9,4,AM,X,12.8,10.0,11.6,20.0,268
VW,Model_7059,MINIVAN,3.7,6,AM,Z,9.4,7.4,8.5,28.0,187
GM,Model_7060,MINIVAN,5.4,6,A,X,16.6,13.0,15.0,16.0,345
VW,Model_7061,STATION WAGON,3.0,6,AM,X,10.4,8.1,9.3,25.0,212
Toyota,Model_7062,SUV - STANDARD,4.9,8,A,X,15.3,11.9,13.8,17.0,330
Ford,Model_7063,STATION WAGON,4.6,8,AV,Z,11.7,9.1,10.5,22.0,243
Toyota,Model_7064,MID-SIZE,1.3,4,AS,X,4.3,3.4,3.9,60.0,85
VW,Model_7065,PICKUP TRUCK,3.9,6,AV,Z,10.4,8.1,9.4,25.0,218
GM,Model_7066,SUV - STANDARD,2.5,4,AS,Z,6.8,5.3,6.1,39.0,143
GM,Model_7067,TWO-SEATER,5.5,6,AV,X,16.1,12.5,14.5,16.0,335
BMW,Model_7068,SUV - SMALL,1.1,3,M,Z,4.0,3.0,3.5,67.0,79
Ford,Model_7069,SUV - STANDARD,1.7,4,AV,D,5.4,4.2,4.9,48.0,133
Toyota,Model_7070,PICKUP TRUCK,1.2,6,M,Z,4.6,3.6,4.1,57.0,88
VW,Model_7071,MID-SIZE,3.4,4,M,E,11.2,8.7,10.1,23.0,230
Honda,Model_7072,SUV - STANDARD,1.9,3,M,E,8.0,6.2,7.2,33.0,166
Ford,Model_7073,MID-SIZE,1.8,4,AM,X,6.1,4.8,5.5,43.0,121
Ford,Model_7074,MINIVAN,5.2,4,M,Z,13.9,10.9,12.5,19.0,294
